all_links
https://www.fotmob.com/players/737066/erling-haaland
https://www.fotmob.com/players/1096353/cole-palmer
https://www.fotmob.com/players/690107/alexander-isak
https://www.fotmob.com/players/540088/ollie-watkins
https://www.fotmob.com/players/591734/dominic-solanke
https://www.fotmob.com/players/292462/mohamed-salah
https://www.fotmob.com/players/212867/heung-min-son
https://www.fotmob.com/players/523825/jarrod-bowen
https://www.fotmob.com/players/815006/phil-foden
https://www.fotmob.com/players/961995/bukayo-saka
https://www.fotmob.com/players/1197347/nicolas-jackson
https://www.fotmob.com/players/169719/chris-wood
https://www.fotmob.com/players/620026/hee-chan-hwang
https://www.fotmob.com/players/749736/kai-havertz
https://www.fotmob.com/players/706297/jean-philippe-mateta
https://www.fotmob.com/players/950561/darwin-nunez
https://www.fotmob.com/players/318615/leandro-trossard
https://www.fotmob.com/players/654908/richarlison
https://www.fotmob.com/players/863098/matheus-cunha
https://www.fotmob.com/players/570461/diogo-jota
https://www.fotmob.com/players/873237/elijah-adebayo
https://www.fotmob.com/players/671331/leon-bailey
https://www.fotmob.com/players/666857/yoane-wissa
https://www.fotmob.com/players/906937/anthony-gordon
https://www.fotmob.com/players/974753/julian-alvarez
https://www.fotmob.com/players/422685/bruno-fernandes
https://www.fotmob.com/players/562725/carlton-morris
https://www.fotmob.com/players/1128945/rodrigo-muniz
https://www.fotmob.com/players/1029063/michael-olise
https://www.fotmob.com/players/184321/callum-wilson
https://www.fotmob.com/players/787350/douglas-luiz
https://www.fotmob.com/players/1021382/joao-pedro
https://www.fotmob.com/players/933576/antoine-semenyo
https://www.fotmob.com/players/860914/luis-diaz
https://www.fotmob.com/players/1199272/rasmus-hojlund
https://www.fotmob.com/players/818975/eberechi-eze
https://www.fotmob.com/players/534670/martin-odegaard
https://www.fotmob.com/players/923312/bryan-mbeumo
https://www.fotmob.com/players/1203665/alejandro-garnacho
https://www.fotmob.com/players/846383/callum-hudson-odoi
https://www.fotmob.com/players/806552/cody-gakpo
https://www.fotmob.com/players/654096/declan-rice
https://www.fotmob.com/players/794253/justin-kluivert
https://www.fotmob.com/players/891743/mohammed-kudus
https://www.fotmob.com/players/637746/odsonne-edouard
https://www.fotmob.com/players/675088/rodri
https://www.fotmob.com/players/843099/scott-mctominay
https://www.fotmob.com/players/612150/dominic-calvert-lewin
https://www.fotmob.com/players/696365/marcus-rashford
https://www.fotmob.com/players/352887/abdoulaye-doucoure
https://www.fotmob.com/players/488139/bernardo-silva
https://www.fotmob.com/players/262550/bobby-reid
https://www.fotmob.com/players/850354/bruno-guimaraes
https://www.fotmob.com/players/935379/dejan-kulusevski
https://www.fotmob.com/players/1068482/evan-ferguson
https://www.fotmob.com/players/1021586/gabriel-martinelli
https://www.fotmob.com/players/356406/john-mcginn
https://www.fotmob.com/players/158545/michail-antonio
https://www.fotmob.com/players/923498/moussa-diaby
https://www.fotmob.com/players/391064/neal-maupay
https://www.fotmob.com/players/246575/raheem-sterling
https://www.fotmob.com/players/1227012/simon-adingra
https://www.fotmob.com/players/643717/taiwo-awoniyi
https://www.fotmob.com/players/524437/tomas-soucek
https://www.fotmob.com/players/820581/ben-brereton-diaz
https://www.fotmob.com/players/279490/james-ward-prowse
https://www.fotmob.com/players/509151/oliver-mcburnie
https://www.fotmob.com/players/604785/alex-iwobi
https://www.fotmob.com/players/1050166/anthony-elanga
https://www.fotmob.com/players/1076756/brennan-johnson
https://www.fotmob.com/players/966027/conor-gallagher
https://www.fotmob.com/players/789066/cristian-romero
https://www.fotmob.com/players/860920/edward-nketiah
https://www.fotmob.com/players/881500/lyle-foster
https://www.fotmob.com/players/292313/raul-jimenez
https://www.fotmob.com/players/215384/ross-barkley
https://www.fotmob.com/players/820024/sean-longstaff
